Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_FAT	GO:0005198~structural molecule activity	3	30.0	0.021349260803173106	5411, 3854, 8076	6	612	12602	10.295751633986928	0.5595935387919012	0.5595935387919012	17.719006606130684
GOTERM_CC_FAT	GO:0016607~nuclear speck	2	20.0	0.03981327608116536	5411, 25957	6	100	12359	41.196666666666665	0.8929557538247925	0.8929557538247925	32.94153927500836
SP_PIR_KEYWORDS	acetylation	4	40.0	0.03999561711789158	302, 5411, 226, 3854	7	2604	18500	4.0596883914856265	0.8590340057702561	0.8590340057702561	32.26345182785845
UP_SEQ_FEATURE	compositionally biased region:Gln-rich	2	20.0	0.0456158654055856	5411, 25957	7	143	18451	36.86513486513486	0.8381155126381562	0.8381155126381562	34.59604771308498
GOTERM_CC_FAT	GO:0044420~extracellular matrix part	2	20.0	0.045674250275459266	302, 8076	6	115	12359	35.8231884057971	0.9235609432587155	0.7235238586400548	36.860729160289665
GOTERM_CC_FAT	GO:0044421~extracellular region part	3	30.0	0.05009027817526025	302, 226, 8076	6	946	12359	6.532241014799154	0.9407718338615024	0.6101991677951792	39.67641433810887
GOTERM_CC_FAT	GO:0016604~nuclear body	2	20.0	0.06500446656627813	5411, 25957	6	165	12359	24.967676767676764	0.9751958418607417	0.6031456702614411	48.37174199338027
GOTERM_CC_FAT	GO:0005882~intermediate filament	2	20.0	0.06577110767453764	5411, 3854	6	167	12359	24.668662674650697	0.9762900200044612	0.5268637346335145	48.786608625267704
GOTERM_CC_FAT	GO:0045111~intermediate filament cytoskeleton	2	20.0	0.06730288125068747	5411, 3854	6	171	12359	24.091617933723196	0.9783361852264334	0.47201390034966395	49.60656766835713
SP_PIR_KEYWORDS	extracellular matrix	2	20.0	0.07506256115583412	302, 8076	7	239	18500	22.11595935445308	0.9763738355297229	0.846291950535188	52.511257423655486
GOTERM_CC_FAT	GO:0005856~cytoskeleton	3	30.0	0.0955382602465314	5411, 226, 3854	6	1352	12359	4.570636094674556	0.99600551300985	0.5456907566838238	62.75557359582788
